2026-03-26 11:16:05.784 | INFO     | server:lifespan:35 - SCU-FastAPI Starting...
2026-03-26 11:16:05.811 | INFO     | module_device.service.scu_version_service:init_web_version:30 - SCU version initialization succeeded
2026-03-26 11:16:05.812 | INFO     | server:lifespan:39 - SCU-FastAPI Started successfully
2026-03-26 11:17:03.999 | INFO     | module_admin.controller.login_controller:logout:129 - 退出成功
2026-03-26 11:17:17.803 | INFO     | module_admin.controller.login_controller:login:53 - 登录成功
2026-03-26 11:17:17.838 | INFO     | module_admin.controller.login_controller:get_login_user_info:66 - 获取成功
2026-03-26 11:17:17.895 | INFO     | module_admin.controller.login_controller:get_login_user_routers:78 - 获取成功
2026-03-26 11:17:21.867 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-03-26 11:24:14.236 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 11:24:17.194 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 11:24:19.278 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 11:24:20.542 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 11:25:20.469 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-03-26 14:24:24.628 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-03-26 15:04:18.964 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-03-26 15:04:40.662 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-03-26 15:04:51.474 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-03-26 15:05:28.366 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:05:29.302 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:05:32.055 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:05:39.654 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:05:48.803 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:06:37.289 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:06:39.519 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:06:40.632 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:06:52.744 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:06:54.512 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:06:58.329 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:06:59.519 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:07:01.389 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:13:36.350 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:13:37.160 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:13:38.765 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:13:40.075 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:16:05.970 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:16:07.403 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:16:17.520 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:16:18.435 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 15:16:47.135 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:00:13.671 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:00:14.632 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:00:16.670 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:06:31.759 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:06:32.851 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:06:35.180 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:06:38.299 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:06:40.608 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:06:42.025 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-03-26 16:06:44.082 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
