2026-06-06 10:49:07.102 | INFO     | server:lifespan:41 - SCU-FastAPI Starting...
2026-06-06 10:49:07.108 | INFO     | server:lifespan:51 - SCU-FastAPI Started successfully
2026-06-06 11:00:21.410 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:00:21.540 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-06-06 11:00:22.840 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:01:35.606 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:01:35.937 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:01:36.153 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-06-06 11:01:36.641 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:04:05.828 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:12:33.101 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:20:37.125 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:20:37.782 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:20:37.892 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-06-06 11:20:38.900 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:25:15.863 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:25:15.969 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-06-06 11:25:17.060 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:37:09.019 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:37:09.189 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-06-06 11:37:11.076 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:39:28.049 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:39:28.154 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-06-06 11:39:29.101 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:39:48.336 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:39:48.450 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-06-06 11:39:48.942 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:50:34.004 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-06-06 11:50:34.203 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-06-06 11:50:36.280 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-06-06 11:52:27.787 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
