2026-05-13 09:18:23.022 | INFO     | server:lifespan:41 - SCU-FastAPI Starting...
2026-05-13 09:18:23.032 | INFO     | server:lifespan:51 - SCU-FastAPI Started successfully
2026-05-13 09:18:30.174 | INFO     | server:lifespan:41 - SCU-FastAPI Starting...
2026-05-13 09:18:30.183 | INFO     | server:lifespan:51 - SCU-FastAPI Started successfully
2026-05-13 09:19:43.768 | INFO     | server:lifespan:41 - SCU-FastAPI Starting...
2026-05-13 09:19:43.775 | INFO     | server:lifespan:51 - SCU-FastAPI Started successfully
2026-05-13 09:20:00.022 | INFO     | server:lifespan:41 - SCU-FastAPI Starting...
2026-05-13 09:20:00.048 | INFO     | server:lifespan:51 - SCU-FastAPI Started successfully
2026-05-13 09:23:45.650 | INFO     | module_admin.controller.login_controller:login:58 - 登录成功
2026-05-13 09:23:45.886 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 09:23:46.038 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 09:23:47.620 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 09:23:50.607 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 09:24:09.233 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 09:24:09.516 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 09:24:09.728 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 09:24:10.043 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 09:28:57.793 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 09:28:58.032 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 09:28:59.603 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 09:31:34.828 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 09:55:54.032 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 09:55:58.940 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-05-13 10:02:05.741 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 10:02:11.850 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-05-13 10:06:28.780 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 10:06:28.968 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 10:06:30.817 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-05-13 10:07:01.932 | INFO     | module_device.controller.template_controller:add_system_template:75 - Added successfully
2026-05-13 10:07:02.046 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-05-13 10:07:28.502 | INFO     | module_device.controller.template_controller:batch_import_point:135 - Import successful
2026-05-13 10:11:11.657 | INFO     | module_device.controller.template_controller:add_system_template:75 - Added successfully
2026-05-13 10:11:11.754 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-05-13 10:11:45.330 | INFO     | module_device.controller.template_controller:batch_import_point:135 - Import successful
2026-05-13 10:15:45.444 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 10:15:46.136 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 10:20:22.000 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 10:20:22.532 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 10:20:23.293 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 10:20:26.275 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-05-13 10:20:28.827 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 10:20:58.675 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 10:21:01.681 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 10:21:16.802 | INFO     | module_device.controller.template_controller:get_template_list:38 - 获取成功
2026-05-13 10:23:20.207 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 10:27:14.308 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 10:27:14.476 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 10:27:15.937 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 10:27:25.359 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 10:27:31.211 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 10:45:22.163 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 10:49:55.434 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 11:02:33.632 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:02:35.473 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:02:37.470 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 11:06:44.495 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 11:06:44.727 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 11:06:46.163 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 11:07:05.718 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 11:07:11.794 | INFO     | module_device.controller.device_controller:add_system_device:66 - Added successfully, device code: 1
2026-05-13 11:07:11.915 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 11:07:15.419 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:07:17.924 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 11:07:19.761 | INFO     | module_device.controller.template_controller:get_template_all:59 - 获取成功
2026-05-13 11:07:48.369 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 11:07:48.440 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:07:54.855 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 11:08:02.018 | INFO     | module_device.controller.topology_controller:add_topology:33 - Added successfully
2026-05-13 11:08:02.106 | INFO     | module_device.controller.device_controller:get_device_list:34 - 获取成功
2026-05-13 11:08:02.186 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:08:08.905 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:08:11.445 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:08:22.048 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:08:28.785 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 11:08:28.920 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 11:08:29.587 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:14:52.616 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 11:14:52.757 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 11:14:53.589 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:15:22.489 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:16:38.395 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:18:52.372 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 11:18:52.525 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 11:18:54.498 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:18:56.820 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:18:58.939 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:26:58.055 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 11:26:58.210 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 11:26:59.843 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:34:34.996 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 11:34:35.131 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 11:34:37.795 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 11:59:45.653 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 11:59:45.852 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 11:59:46.529 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 12:09:48.243 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 12:10:10.890 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 12:10:15.164 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 12:11:07.163 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 12:11:07.299 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 12:11:08.684 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 12:11:24.898 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 12:11:25.040 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 12:11:25.642 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 12:13:24.293 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 12:13:24.500 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 12:13:25.211 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:07:56.409 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:07:56.645 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:07:58.032 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:12:07.188 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:12:54.713 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:15:29.389 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:15:29.550 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:15:31.169 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:22:09.176 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:22:09.342 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:22:11.245 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:32:51.098 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:33:14.478 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:33:34.991 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:33:35.151 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:33:37.224 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:44:08.942 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:44:30.000 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:44:50.719 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:44:51.020 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:44:52.939 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:45:02.732 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:45:02.887 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:45:03.510 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:45:16.694 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:45:16.860 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:45:17.467 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:45:19.243 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:45:20.616 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:45:36.916 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:45:37.080 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:45:37.648 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:48:19.274 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:49:35.571 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:49:35.717 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:49:37.559 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:49:46.132 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:49:46.276 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
2026-05-13 13:49:46.850 | INFO     | module_device.controller.topology_controller:get_topology_list:20 - 获取拓扑结构列表成功
2026-05-13 13:53:32.037 | INFO     | module_admin.controller.login_controller:get_login_user_info:71 - 获取成功
2026-05-13 13:53:32.241 | INFO     | module_admin.controller.login_controller:get_login_user_routers:83 - 获取成功
